Origin,Destination,Value
Kilcock,Donabate,D90
Kilcock,Malahide,D90
Kilcock,Portmarnock,D90
Kilcock,Clongriffin,D90
Kilcock,Howth,D90
Kilcock,Sutton,D90
Kilcock,Bayside,D90
Kilcock,Howth Junction and Donaghmede,D90
Kilcock,Kilbarrack,D90
Kilcock,Raheny,D90
Kilcock,Harmonstown,D90
Kilcock,Killester,D90
Kilcock,Clontarf Road,D90
Kilcock,Dublin Connolly,D90
Kilcock,Tara Street,D90
Kilcock,Dublin Pearse,D90
Kilcock,Grand Canal Dock,D90
Kilcock,Lansdowne Road,D90
Kilcock,Sandymount,D90
Kilcock,Sydney Parade,D90
Kilcock,Booterstown,D90
Kilcock,Blackrock,D90
Kilcock,Seapoint,D90
Kilcock,Salthill and Monkstown,D90
Kilcock,Dun Laoghaire (Mallin),D90
Kilcock,Sandycove and Glasthule,D90
Kilcock,Glenageary,D90
Kilcock,Dalkey,D90
Kilcock,Killiney,D90
Kilcock,Shankill,D90
Kilcock,Bray (Daly),D90
Kilcock,Greystones,D91
Kilcock,Kilcoole,D91
Kilcock,Wicklow,D92
Kilcock,Rathdrum,D93
Kilcock,Docklands,D90
Kilcock,Drumcondra,D90
Kilcock,Broombridge,D90
Kilcock,Pelletstown,D90
Kilcock,Ashtown,D90
Kilcock,Navan Road Parkway,D90
Kilcock,Castleknock,D11
Kilcock,Coolmine,D11
Kilcock,Clonsilla,D11
Kilcock,Hansfield,D11
Kilcock,Dunboyne,D11
Kilcock,M3 Parkway,D11
Kilcock,Leixlip(Confey),D11
Kilcock,Leixlip(Louisa Bridge),D11
Kilcock,Maynooth,D10
Kilcock,Enfield,D11
Enfield,Drogheda (MacBride),D93
Enfield,Laytown,D93
Enfield,Gormanston,D92
Enfield,Balbriggan,D92
Enfield,Skerries,D92
Enfield,Rush and Lusk,D91
Enfield,Donabate,D91
Enfield,Malahide,D91
Enfield,Portmarnock,D91
Enfield,Clongriffin,D91
Enfield,Howth,D91
Enfield,Sutton,D91
Enfield,Bayside,D91
Enfield,Howth Junction and Donaghmede,D91
Enfield,Kilbarrack,D91
Enfield,Raheny,D91
Enfield,Harmonstown,D91
Enfield,Killester,D91
Enfield,Clontarf Road,D91
Enfield,Dublin Connolly,D91
Enfield,Tara Street,D91
Enfield,Dublin Pearse,D91
Enfield,Grand Canal Dock,D91
Enfield,Lansdowne Road,D91
Enfield,Sandymount,D91
Enfield,Sydney Parade,D91
Enfield,Booterstown,D91
Enfield,Blackrock,D91
Enfield,Seapoint,D91
Enfield,Salthill and Monkstown,D91
Enfield,Dun Laoghaire (Mallin),D91
Enfield,Sandycove and Glasthule,D91
Enfield,Glenageary,D91
Enfield,Dalkey,D91
Enfield,Killiney,D91
Enfield,Shankill,D91
Enfield,Bray (Daly),D91
Enfield,Greystones,D92
Enfield,Kilcoole,D92
Enfield,Wicklow,D93
Enfield,Rathdrum,D94
Enfield,Docklands,D91
Enfield,Drumcondra,D91
Enfield,Broombridge,D91
Enfield,Pelletstown,D91
Enfield,Ashtown,D91
Enfield,Navan Road Parkway,D91
Enfield,Castleknock,D91
Enfield,Coolmine,D12
Enfield,Clonsilla,D12
Enfield,Hansfield,D12
Enfield,Dunboyne,D12
Enfield,M3 Parkway,D12
Enfield,Leixlip(Confey),D12
Enfield,Leixlip(Louisa Bridge),D12
Enfield,Maynooth,D11
Enfield,Kilcock,D11
